Gene.stable.ID,HGNC.symbol,Gene.stable.ID.1
ENSMUSG00000061048,CDH3,ENSG00000062038
ENSMUSG00000061079,ZNF143,ENSG00000166478
ENSMUSG00000061080,LSAMP,ENSG00000185565
ENSMUSG00000061086,MYL4,ENSG00000198336
ENSMUSG00000061100,RETNLB,ENSG00000163515
ENSMUSG00000061104,SAP18,ENSG00000150459
ENSMUSG00000061111,MCRIP1,ENSG00000225663
ENSMUSG00000061118,DNAJC30,ENSG00000176410
ENSMUSG00000061119,PRCP,ENSG00000137509
ENSMUSG00000061126,CYP4F22,ENSG00000171954
ENSMUSG00000061130,PPM1B,ENSG00000138032
ENSMUSG00000061130,,ENSG00000285542
ENSMUSG00000061132,BLNK,ENSG00000095585
ENSMUSG00000061136,PRPF40A,ENSG00000196504
ENSMUSG00000061143,MAML3,ENSG00000196782
ENSMUSG00000061171,SLC38A11,ENSG00000169507
ENSMUSG00000061175,FNIP2,ENSG00000052795
ENSMUSG00000061186,SFMBT2,ENSG00000198879
ENSMUSG00000061207,STK19,ENSG00000204344
ENSMUSG00000061244,EXOC5,ENSG00000070367
ENSMUSG00000061259,TMPRSS11D,ENSG00000153802
ENSMUSG00000061273,MMGT1,ENSG00000169446
ENSMUSG00000061286,EXOSC5,ENSG00000077348
ENSMUSG00000061288,TAOK3,ENSG00000135090
ENSMUSG00000061298,AGBL4,ENSG00000186094
ENSMUSG00000061306,SLC38A10,ENSG00000157637
ENSMUSG00000061311,RAG1,ENSG00000166349
ENSMUSG00000061313,DDHD2,ENSG00000085788
ENSMUSG00000061315,NACA,ENSG00000196531
ENSMUSG00000061322,DNAI1,ENSG00000122735
ENSMUSG00000061353,CXCL12,ENSG00000107562
ENSMUSG00000061356,NUGGC,ENSG00000189233
ENSMUSG00000061360,PHF5A,ENSG00000100410
ENSMUSG00000061374,FIZ1,ENSG00000179943
ENSMUSG00000061393,ACVR2B,ENSG00000114739
ENSMUSG00000061397,KRT79,ENSG00000185640
ENSMUSG00000061410,ZCCHC14,ENSG00000140948
ENSMUSG00000061411,NOL4L,ENSG00000197183
ENSMUSG00000061414,CRACR2A,ENSG00000130038
ENSMUSG00000061436,HIPK2,ENSG00000064393
ENSMUSG00000061451,TMEM151A,ENSG00000179292
ENSMUSG00000061455,STX17,ENSG00000136874
ENSMUSG00000061458,NOL10,ENSG00000115761
ENSMUSG00000061461,SMIM20,ENSG00000250317
ENSMUSG00000061462,OBSCN,ENSG00000154358
ENSMUSG00000061474,MRPS36,ENSG00000134056
ENSMUSG00000061479,SNRPA,ENSG00000077312
ENSMUSG00000061517,SOX21,ENSG00000125285
ENSMUSG00000061518,COX5B,ENSG00000135940
ENSMUSG00000061527,KRT5,ENSG00000186081
ENSMUSG00000061531,TMEM236,ENSG00000148483
ENSMUSG00000061533,CEP128,ENSG00000100629
ENSMUSG00000061535,C1QTNF7,ENSG00000163145
ENSMUSG00000061536,SEC22C,ENSG00000093183
ENSMUSG00000061540,ORM1,ENSG00000229314
ENSMUSG00000061540,ORM2,ENSG00000228278
ENSMUSG00000061559,WDR61,ENSG00000140395
ENSMUSG00000061576,DPP6,ENSG00000130226
ENSMUSG00000061577,ADGRG5,ENSG00000159618
ENSMUSG00000061578,KSR2,ENSG00000171435
ENSMUSG00000061589,DOT1L,ENSG00000104885
ENSMUSG00000061601,PCLO,ENSG00000186472
ENSMUSG00000061603,AKAP6,ENSG00000151320
ENSMUSG00000061607,MDC1,ENSG00000137337
ENSMUSG00000061613,U2AF1L5,ENSG00000275895
ENSMUSG00000061613,U2AF1,ENSG00000160201
ENSMUSG00000061650,MED9,ENSG00000141026
ENSMUSG00000061654,SPRY3,ENSG00000168939
ENSMUSG00000061665,CD2AP,ENSG00000198087
ENSMUSG00000061666,GDPD1,ENSG00000153982
ENSMUSG00000061689,DLGAP4,ENSG00000080845
ENSMUSG00000061702,TMEM91,ENSG00000142046
ENSMUSG00000061718,PPP1R1B,ENSG00000131771
ENSMUSG00000061723,TNNT3,ENSG00000130595
ENSMUSG00000061731,EXT1,ENSG00000182197
ENSMUSG00000061740,CYP2D6,ENSG00000100197
ENSMUSG00000061740,CYP2D7,ENSG00000205702
ENSMUSG00000061742,SLC22A12,ENSG00000197891
ENSMUSG00000061751,KALRN,ENSG00000160145
ENSMUSG00000061755,BOD1L1,ENSG00000038219
ENSMUSG00000061758,AKR1B10,ENSG00000198074
ENSMUSG00000061759,ARMT1,ENSG00000146476
ENSMUSG00000061762,TAC1,ENSG00000006128
ENSMUSG00000061778,MOSPD2,ENSG00000130150
ENSMUSG00000061780,CFD,ENSG00000197766
ENSMUSG00000061787,RPS17,ENSG00000182774
ENSMUSG00000061802,ARMC4,ENSG00000169126
ENSMUSG00000061808,TTR,ENSG00000118271
ENSMUSG00000061815,RUFY4,ENSG00000188282
ENSMUSG00000061816,MYL1,ENSG00000168530
ENSMUSG00000061825,CES2,ENSG00000172831
ENSMUSG00000061838,SUCLG2,ENSG00000172340
ENSMUSG00000061859,PATJ,ENSG00000132849
ENSMUSG00000061878,SPHK1,ENSG00000176170
ENSMUSG00000061882,CCDC62,ENSG00000130783
ENSMUSG00000061887,SSBP3,ENSG00000157216
ENSMUSG00000061894,ZSCAN20,ENSG00000121903
ENSMUSG00000061898,RBAK,ENSG00000146587
ENSMUSG00000061904,SLC25A3,ENSG00000075415
ENSMUSG00000061911,MYT1L,ENSG00000186487
ENSMUSG00000061928,DSG1,ENSG00000134760
ENSMUSG00000061950,PPP4R1,ENSG00000154845
ENSMUSG00000061979,RCC1L,ENSG00000274523
ENSMUSG00000061981,FLOT2,ENSG00000132589
ENSMUSG00000062006,RPL34,ENSG00000109475
ENSMUSG00000062007,HSH2D,ENSG00000196684
ENSMUSG00000062012,ZNF205,ENSG00000122386
ENSMUSG00000062014,GMFB,ENSG00000197045
ENSMUSG00000062028,IRGC,ENSG00000124449
ENSMUSG00000062031,PGGHG,ENSG00000142102
ENSMUSG00000062044,LMTK3,ENSG00000142235
ENSMUSG00000062054,IAH1,ENSG00000134330
ENSMUSG00000062070,PGK1,ENSG00000102144
ENSMUSG00000062074,CCN6,ENSG00000112761
ENSMUSG00000062075,LMNB2,ENSG00000176619
ENSMUSG00000062077,TRIM54,ENSG00000138100
ENSMUSG00000062078,QKI,ENSG00000112531
ENSMUSG00000062082,CD200R1L,ENSG00000206531
ENSMUSG00000062082,CD200R1,ENSG00000163606
ENSMUSG00000062098,BTBD3,ENSG00000132640
ENSMUSG00000062110,SCFD2,ENSG00000184178
ENSMUSG00000062115,RAI1,ENSG00000108557
ENSMUSG00000062116,,ENSG00000233757
ENSMUSG00000062127,CTTNBP2NL,ENSG00000143079
ENSMUSG00000062151,UNC13C,ENSG00000137766
ENSMUSG00000062157,IFNLR1,ENSG00000185436
ENSMUSG00000062168,PPEF1,ENSG00000086717
ENSMUSG00000062169,CNIH4,ENSG00000143771
ENSMUSG00000062170,FMR1NB,ENSG00000176988
ENSMUSG00000062175,TGIF2,ENSG00000118707
ENSMUSG00000062184,HS6ST2,ENSG00000171004
ENSMUSG00000062190,LANCL2,ENSG00000132434
ENSMUSG00000062202,BTBD9,ENSG00000183826
ENSMUSG00000062203,GSPT1,ENSG00000103342
ENSMUSG00000062209,ERBB4,ENSG00000178568
ENSMUSG00000062210,TNFAIP8,ENSG00000145779
ENSMUSG00000062232,RAPGEF2,ENSG00000109756
ENSMUSG00000062234,GAK,ENSG00000178950
ENSMUSG00000062248,CKS2,ENSG00000123975
ENSMUSG00000062252,LHFPL5,ENSG00000197753
ENSMUSG00000062257,OPCML,ENSG00000183715
ENSMUSG00000062270,MORF4L1,ENSG00000185787
ENSMUSG00000062296,TRANK1,ENSG00000168016
ENSMUSG00000062300,NECTIN2,ENSG00000130202
ENSMUSG00000062309,RPP25,ENSG00000178718
ENSMUSG00000062312,ERBB2,ENSG00000141736
ENSMUSG00000062329,CYTL1,ENSG00000170891
ENSMUSG00000062345,SERPINB2,ENSG00000197632
ENSMUSG00000062352,ITGB1BP1,ENSG00000119185
ENSMUSG00000062372,OTOF,ENSG00000115155
ENSMUSG00000062373,TMEM65,ENSG00000164983
ENSMUSG00000062376,BORCS7,ENSG00000166275
ENSMUSG00000062376,BORCS7-ASMT,ENSG00000270316
ENSMUSG00000062380,,ENSG00000198211
ENSMUSG00000062380,TUBB3,ENSG00000258947
ENSMUSG00000062382,FTL,ENSG00000087086
ENSMUSG00000062393,DGKK,ENSG00000274588
ENSMUSG00000062397,ZNF706,ENSG00000120963
ENSMUSG00000062421,ARL17B,ENSG00000228696
ENSMUSG00000062421,ARL17A,ENSG00000185829
ENSMUSG00000062432,CYP26C1,ENSG00000187553
ENSMUSG00000062444,AP3B2,ENSG00000103723
ENSMUSG00000062480,ACAT2,ENSG00000120437
ENSMUSG00000062488,IFIT3,ENSG00000119917
ENSMUSG00000062510,NSL1,ENSG00000117697
ENSMUSG00000062515,FABP4,ENSG00000170323
ENSMUSG00000062518,ZNF34,ENSG00000196378
ENSMUSG00000062519,ZNF398,ENSG00000197024
ENSMUSG00000062524,NCR1,ENSG00000189430
ENSMUSG00000062526,MPPE1,ENSG00000154889
ENSMUSG00000062542,SYT9,ENSG00000170743
ENSMUSG00000062563,CYS1,ENSG00000205795
ENSMUSG00000062580,TIMM17A,ENSG00000134375
ENSMUSG00000062585,CNR2,ENSG00000188822
ENSMUSG00000062590,ARMC9,ENSG00000135931
ENSMUSG00000062591,TUBB4A,ENSG00000104833
ENSMUSG00000062604,SRPK2,ENSG00000135250
ENSMUSG00000062609,KCNJ15,ENSG00000157551
ENSMUSG00000062619,C6orf226,ENSG00000221821
ENSMUSG00000062627,MYSM1,ENSG00000162601
ENSMUSG00000062646,GANC,ENSG00000214013
ENSMUSG00000062646,,ENSG00000258461
ENSMUSG00000062661,NCS1,ENSG00000107130
ENSMUSG00000062691,CEBPZOS,ENSG00000218739
ENSMUSG00000062694,CAV3,ENSG00000182533
ENSMUSG00000062713,SIM2,ENSG00000159263
ENSMUSG00000062729,PPOX,ENSG00000143224
ENSMUSG00000062760,SHISAL1,ENSG00000138944
ENSMUSG00000062761,ZNF512,ENSG00000243943
ENSMUSG00000062762,EI24,ENSG00000149547
ENSMUSG00000062778,CHIA,ENSG00000134216
ENSMUSG00000062785,KCNC3,ENSG00000131398
ENSMUSG00000062797,HIKESHI,ENSG00000149196
ENSMUSG00000062822,C5orf34,ENSG00000172244
ENSMUSG00000062825,ACTG1,ENSG00000184009
ENSMUSG00000062826,CES2,ENSG00000172831
ENSMUSG00000062859,TCP11,ENSG00000124678
ENSMUSG00000062861,ZFP28,ENSG00000196867
ENSMUSG00000062866,PHACTR2,ENSG00000112419
ENSMUSG00000062867,IMPDH2,ENSG00000178035
ENSMUSG00000062901,KLHL24,ENSG00000114796
ENSMUSG00000062906,HDAC10,ENSG00000100429
ENSMUSG00000062908,ACADM,ENSG00000117054
ENSMUSG00000062929,CFL2,ENSG00000165410
ENSMUSG00000062937,MTAP,ENSG00000099810
ENSMUSG00000062939,STAT4,ENSG00000138378
ENSMUSG00000062949,ATP11C,ENSG00000101974
ENSMUSG00000062960,KDR,ENSG00000128052
ENSMUSG00000062961,CCDC177,ENSG00000267909
ENSMUSG00000062963,UFC1,ENSG00000143222
ENSMUSG00000062980,CPED1,ENSG00000106034
ENSMUSG00000062981,MRPL42,ENSG00000198015
ENSMUSG00000062991,NRG1,ENSG00000157168
ENSMUSG00000062995,ICA1,ENSG00000003147
ENSMUSG00000062997,RPL35,ENSG00000136942
ENSMUSG00000063011,MSLN,ENSG00000102854
ENSMUSG00000063015,CCNI,ENSG00000118816
ENSMUSG00000063019,MANBAL,ENSG00000101363
ENSMUSG00000063047,ZNF420,ENSG00000197050
ENSMUSG00000063049,ING2,ENSG00000168556
ENSMUSG00000063052,LRRC40,ENSG00000066557
ENSMUSG00000063060,SOX7,ENSG00000171056
ENSMUSG00000063063,CTNNA2,ENSG00000066032
ENSMUSG00000063065,MAPK3,ENSG00000102882
ENSMUSG00000063077,KIF1B,ENSG00000054523
ENSMUSG00000063089,KLK1,ENSG00000167748
ENSMUSG00000063089,KLK3,ENSG00000142515
ENSMUSG00000063089,KLK2,ENSG00000167751
ENSMUSG00000063130,CALML3,ENSG00000178363
ENSMUSG00000063133,KLK1,ENSG00000167748
ENSMUSG00000063133,KLK3,ENSG00000142515
ENSMUSG00000063133,KLK2,ENSG00000167751
ENSMUSG00000063142,KCNMA1,ENSG00000156113
ENSMUSG00000063145,,ENSG00000251569
ENSMUSG00000063145,BBS5,ENSG00000163093
ENSMUSG00000063146,CLIP2,ENSG00000106665
ENSMUSG00000063157,CSN2,ENSG00000135222
ENSMUSG00000063160,NUMBL,ENSG00000105245
ENSMUSG00000063172,HSPB11,ENSG00000081870
ENSMUSG00000063177,KLK1,ENSG00000167748
ENSMUSG00000063177,KLK3,ENSG00000142515
ENSMUSG00000063177,KLK2,ENSG00000167751
ENSMUSG00000063179,PSTK,ENSG00000179988
ENSMUSG00000063193,CD300LB,ENSG00000178789
ENSMUSG00000063200,NOL7,ENSG00000225921
ENSMUSG00000063229,LDHA,ENSG00000134333
ENSMUSG00000063235,PTPMT1,ENSG00000110536
ENSMUSG00000063236,C8orf33,ENSG00000182307
ENSMUSG00000063239,GRM4,ENSG00000124493
ENSMUSG00000063245,ZNF34,ENSG00000196378
ENSMUSG00000063253,SCOC,ENSG00000153130
ENSMUSG00000063268,PARP10,ENSG00000178685
ENSMUSG00000063273,NAA15,ENSG00000164134
ENSMUSG00000063275,HACD1,ENSG00000165996
ENSMUSG00000063296,TMEM117,ENSG00000139173
ENSMUSG00000063297,LUZP2,ENSG00000187398
ENSMUSG00000063317,USP31,ENSG00000103404
ENSMUSG00000063320,C12orf73,ENSG00000204954
ENSMUSG00000063334,KRR1,ENSG00000111615
ENSMUSG00000063354,SLC39A4,ENSG00000147804
ENSMUSG00000063358,MAPK1,ENSG00000100030
ENSMUSG00000063362,ALG11,ENSG00000253710
ENSMUSG00000063382,BCL9L,ENSG00000186174
ENSMUSG00000063383,ZNF34,ENSG00000196378
ENSMUSG00000063406,TMED5,ENSG00000117500
ENSMUSG00000063409,LRRC43,ENSG00000158113
ENSMUSG00000063410,STK24,ENSG00000102572
ENSMUSG00000063412,ERH,ENSG00000100632
ENSMUSG00000063415,CYP26B1,ENSG00000003137
ENSMUSG00000063428,DDO,ENSG00000203797
ENSMUSG00000063430,WSCD2,ENSG00000075035
ENSMUSG00000063439,B9D2,ENSG00000123810
ENSMUSG00000063445,NMRAL1,ENSG00000153406
ENSMUSG00000063446,PLPPR1,ENSG00000148123
ENSMUSG00000063450,SYNE2,ENSG00000054654
ENSMUSG00000063455,KIAA1549,ENSG00000122778
ENSMUSG00000063457,RPS15,ENSG00000115268
ENSMUSG00000063458,LRMDA,ENSG00000148655
ENSMUSG00000063480,SNU13,ENSG00000100138
ENSMUSG00000063488,ZKSCAN7,ENSG00000196345
ENSMUSG00000063506,ARHGAP22,ENSG00000128805
ENSMUSG00000063511,SNRNP70,ENSG00000104852
ENSMUSG00000063524,ENO1,ENSG00000074800
ENSMUSG00000063529,STMND1,ENSG00000230873
ENSMUSG00000063531,SEMA3E,ENSG00000170381
ENSMUSG00000063535,,ENSG00000233757
ENSMUSG00000063550,NUP98,ENSG00000110713
ENSMUSG00000063558,AOX1,ENSG00000138356
ENSMUSG00000063564,COL23A1,ENSG00000050767
ENSMUSG00000063568,JAZF1,ENSG00000153814
ENSMUSG00000063576,KLHDC3,ENSG00000124702
ENSMUSG00000063590,SLC22A9,ENSG00000149742
ENSMUSG00000063594,GNG8,ENSG00000167414
ENSMUSG00000063605,CCDC102A,ENSG00000135736
ENSMUSG00000063626,UNC5D,ENSG00000156687
ENSMUSG00000063632,SOX11,ENSG00000176887
ENSMUSG00000063646,JAKMIP1,ENSG00000152969
ENSMUSG00000063651,CNFN,ENSG00000105427
ENSMUSG00000063652,SLC22A5,ENSG00000197375
ENSMUSG00000063659,ZBTB18,ENSG00000179456
ENSMUSG00000063663,BRWD3,ENSG00000165288
ENSMUSG00000063681,CRB1,ENSG00000134376
ENSMUSG00000063687,PCDHB4,ENSG00000081818
ENSMUSG00000063698,SFXN4,ENSG00000183605
ENSMUSG00000063704,MAPK15,ENSG00000181085
ENSMUSG00000063713,KLK1,ENSG00000167748
ENSMUSG00000063713,KLK3,ENSG00000142515
ENSMUSG00000063713,KLK2,ENSG00000167751
ENSMUSG00000063727,TNFRSF11B,ENSG00000164761
ENSMUSG00000063760,RNF217,ENSG00000146373
ENSMUSG00000063765,CHADL,ENSG00000100399
ENSMUSG00000063785,UTP14C,ENSG00000253797
ENSMUSG00000063785,UTP14A,ENSG00000156697
ENSMUSG00000063787,CHCHD1,ENSG00000172586
ENSMUSG00000063800,PRPF38A,ENSG00000134748
ENSMUSG00000063801,AP3S2,ENSG00000157823
ENSMUSG00000063802,HSPBP1,ENSG00000133265
ENSMUSG00000063804,LIN28B,ENSG00000187772
ENSMUSG00000063808,GPATCH1,ENSG00000076650
ENSMUSG00000063810,ALMS1,ENSG00000116127
ENSMUSG00000063820,ARL9,ENSG00000196503
ENSMUSG00000063821,DUPD1,ENSG00000188716
ENSMUSG00000063838,CDC42EP5,ENSG00000167617
ENSMUSG00000063849,PPCDC,ENSG00000138621
ENSMUSG00000063851,RNF183,ENSG00000165188
ENSMUSG00000063856,GPX1,ENSG00000233276
ENSMUSG00000063870,,ENSG00000285238
ENSMUSG00000063870,CHD4,ENSG00000111642
ENSMUSG00000063873,SLC24A3,ENSG00000185052
ENSMUSG00000063882,UQCRHL,ENSG00000233954
ENSMUSG00000063882,UQCRH,ENSG00000173660
ENSMUSG00000063884,PTCD3,ENSG00000132300
ENSMUSG00000063887,NLGN1,ENSG00000169760
ENSMUSG00000063888,RPL7L1,ENSG00000146223
ENSMUSG00000063889,CREM,ENSG00000095794
ENSMUSG00000063894,ZKSCAN8,ENSG00000198315
ENSMUSG00000063895,NUP58,ENSG00000139496
ENSMUSG00000063903,KLK1,ENSG00000167748
ENSMUSG00000063903,KLK3,ENSG00000142515
ENSMUSG00000063903,KLK2,ENSG00000167751
ENSMUSG00000063904,DPP3,ENSG00000254986
ENSMUSG00000063919,SRRM4,ENSG00000139767
ENSMUSG00000063931,PEPD,ENSG00000124299
ENSMUSG00000063952,BRPF3,ENSG00000096070
ENSMUSG00000063953,AMD1,ENSG00000123505
ENSMUSG00000063954,H2AC19,ENSG00000272196
ENSMUSG00000063972,NR6A1,ENSG00000148200
ENSMUSG00000063975,SLCO1A2,ENSG00000084453
ENSMUSG00000064023,KLK8,ENSG00000129455
ENSMUSG00000064030,PYM1,ENSG00000170473
ENSMUSG00000064036,MRO,ENSG00000134042
ENSMUSG00000064037,GPN1,ENSG00000198522
ENSMUSG00000064039,CCR1,ENSG00000163823
ENSMUSG00000064057,SCGB3A1,ENSG00000161055
ENSMUSG00000064061,DZIP3,ENSG00000198919
ENSMUSG00000064065,IPCEF1,ENSG00000074706
ENSMUSG00000064065,,ENSG00000288520
ENSMUSG00000064068,MTX1,ENSG00000173171
ENSMUSG00000064080,FBLN2,ENSG00000163520
ENSMUSG00000064090,VRK2,ENSG00000028116
ENSMUSG00000064105,CNNM2,ENSG00000148842
ENSMUSG00000064109,HCST,ENSG00000126264
ENSMUSG00000064115,CADM2,ENSG00000175161
ENSMUSG00000064120,MOCS1,ENSG00000124615
ENSMUSG00000064125,PRR36,ENSG00000183248
ENSMUSG00000064127,MED14,ENSG00000180182
ENSMUSG00000064128,CENPJ,ENSG00000151849
ENSMUSG00000064138,FAM172A,ENSG00000113391
ENSMUSG00000064141,ZFP69,ENSG00000187815
ENSMUSG00000064145,ARIH2,ENSG00000177479
ENSMUSG00000064147,RAB44,ENSG00000255587
ENSMUSG00000064158,IZUMO1,ENSG00000182264
ENSMUSG00000064177,GHRL,ENSG00000157017
ENSMUSG00000064179,TNNT1,ENSG00000105048
ENSMUSG00000064181,,ENSG00000258052
ENSMUSG00000064202,SPATA6L,ENSG00000106686
ENSMUSG00000064210,ANO6,ENSG00000177119
ENSMUSG00000064215,IFI27L2,ENSG00000119632
ENSMUSG00000064225,PAQR9,ENSG00000188582
ENSMUSG00000064246,CHI3L1,ENSG00000133048
ENSMUSG00000064247,PLCXD1,ENSG00000182378
ENSMUSG00000064254,ETHE1,ENSG00000105755
ENSMUSG00000064262,GIMAP8,ENSG00000171115
ENSMUSG00000064264,ZNF428,ENSG00000131116
ENSMUSG00000064267,HVCN1,ENSG00000122986
ENSMUSG00000064280,CCDC146,ENSG00000135205
ENSMUSG00000064284,CDPF1,ENSG00000205643
ENSMUSG00000064289,TANK,ENSG00000136560
ENSMUSG00000064293,CNTN4,ENSG00000144619
ENSMUSG00000064302,CLASP1,ENSG00000074054
ENSMUSG00000064307,LRTOMT,ENSG00000184154
ENSMUSG00000064325,HHIP,ENSG00000164161
ENSMUSG00000064326,SIVA1,ENSG00000184990
ENSMUSG00000064329,SCN1A,ENSG00000144285
ENSMUSG00000064330,PDE6H,ENSG00000139053
ENSMUSG00000064341,MT-ND1,ENSG00000198888
ENSMUSG00000064345,MT-ND2,ENSG00000198763
ENSMUSG00000064351,MT-CO1,ENSG00000198804
ENSMUSG00000064354,MT-CO2,ENSG00000198712
ENSMUSG00000064356,MT-ATP8,ENSG00000228253
ENSMUSG00000064357,MT-ATP6,ENSG00000198899
ENSMUSG00000064358,MT-CO3,ENSG00000198938
ENSMUSG00000064360,MT-ND3,ENSG00000198840
ENSMUSG00000064363,MT-ND4,ENSG00000198886
ENSMUSG00000064367,MT-ND5,ENSG00000198786
ENSMUSG00000064368,MT-ND6,ENSG00000198695
ENSMUSG00000064370,MT-CYB,ENSG00000198727
ENSMUSG00000064373,SELENOP,ENSG00000250722
ENSMUSG00000065037,RN7SKP118,ENSG00000201201
ENSMUSG00000065947,MT-ND4L,ENSG00000212907
ENSMUSG00000065954,TACC1,ENSG00000147526
ENSMUSG00000065979,CPPED1,ENSG00000103381
ENSMUSG00000065987,CD209,ENSG00000090659
ENSMUSG00000065990,AURKAIP1,ENSG00000175756
ENSMUSG00000065999,ZNF34,ENSG00000196378
ENSMUSG00000066000,ZNF34,ENSG00000196378
ENSMUSG00000066026,DHRS3,ENSG00000162496
ENSMUSG00000066036,UBR4,ENSG00000127481
ENSMUSG00000066037,HNRNPR,ENSG00000125944
ENSMUSG00000066042,MED18,ENSG00000130772
ENSMUSG00000066043,PHACTR4,ENSG00000204138
ENSMUSG00000066058,CLDN19,ENSG00000164007
ENSMUSG00000066090,INSL5,ENSG00000172410
ENSMUSG00000066108,MUC5B,ENSG00000117983
ENSMUSG00000066113,ADAMTSL1,ENSG00000178031
ENSMUSG00000066129,KNDC1,ENSG00000171798
ENSMUSG00000066148,PRPF4,ENSG00000136875
ENSMUSG00000066149,CDC26,ENSG00000176386
ENSMUSG00000066150,SLC31A1,ENSG00000136868
ENSMUSG00000066151,FKBP15,ENSG00000119321
ENSMUSG00000066152,SLC31A2,ENSG00000136867
ENSMUSG00000066191,ANKS6,ENSG00000165138
ENSMUSG00000066196,SPAG8,ENSG00000137098
ENSMUSG00000066197,GPR139,ENSG00000180269
ENSMUSG00000066224,ARID3C,ENSG00000205143
ENSMUSG00000066232,IPO7,ENSG00000205339
ENSMUSG00000066233,TMEM42,ENSG00000169964
ENSMUSG00000066235,POMGNT2,ENSG00000144647
ENSMUSG00000066258,,ENSG00000239920
ENSMUSG00000066258,TRIM5,ENSG00000132256
ENSMUSG00000066278,VPS37B,ENSG00000139722
ENSMUSG00000066279,CHRNA10,ENSG00000129749
ENSMUSG00000066306,NUMA1,ENSG00000137497
ENSMUSG00000066319,RTP3,ENSG00000163825
ENSMUSG00000066324,BPNT2,ENSG00000104331
ENSMUSG00000066357,WDR6,ENSG00000178252
ENSMUSG00000066361,SERPINA3,ENSG00000196136
ENSMUSG00000066363,SERPINA3,ENSG00000196136
ENSMUSG00000066366,SERPINA1,ENSG00000197249
ENSMUSG00000066392,NRXN3,ENSG00000021645
ENSMUSG00000066406,AKAP13,ENSG00000170776
ENSMUSG00000066415,MSL2,ENSG00000174579
ENSMUSG00000066438,PLEKHD1,ENSG00000175985
ENSMUSG00000066440,ZFYVE26,ENSG00000072121
ENSMUSG00000066441,,ENSG00000258466
ENSMUSG00000066441,RDH11,ENSG00000072042
ENSMUSG00000066442,MTHFS,ENSG00000136371
ENSMUSG00000066442,ST20-MTHFS,ENSG00000259332
ENSMUSG00000066456,HMGN3,ENSG00000118418
ENSMUSG00000066510,ANKDD1A,ENSG00000166839
ENSMUSG00000066512,KLK1,ENSG00000167748
ENSMUSG00000066512,KLK3,ENSG00000142515
ENSMUSG00000066512,KLK2,ENSG00000167751
ENSMUSG00000066513,KLK1,ENSG00000167748
ENSMUSG00000066513,KLK3,ENSG00000142515
ENSMUSG00000066513,KLK2,ENSG00000167751
ENSMUSG00000066515,KLK1,ENSG00000167748
ENSMUSG00000066515,KLK3,ENSG00000142515
ENSMUSG00000066515,KLK2,ENSG00000167751
ENSMUSG00000066516,KLK1,ENSG00000167748
ENSMUSG00000066516,KLK3,ENSG00000142515
ENSMUSG00000066516,KLK2,ENSG00000167751
ENSMUSG00000066551,HMGB1,ENSG00000189403
ENSMUSG00000066568,LSM14A,ENSG00000257103
ENSMUSG00000066571,GARRE1,ENSG00000166398
ENSMUSG00000066595,FLVCR1,ENSG00000162769
ENSMUSG00000066607,INSYN1,ENSG00000205363
ENSMUSG00000066621,TECPR1,ENSG00000205356
ENSMUSG00000066637,TTC32,ENSG00000183891
ENSMUSG00000066640,FBXL18,ENSG00000155034
ENSMUSG00000066643,WDR35,ENSG00000118965
ENSMUSG00000066652,LEFTY1,ENSG00000243709
ENSMUSG00000066652,LEFTY2,ENSG00000143768
ENSMUSG00000066677,PYHIN1,ENSG00000163564
ENSMUSG00000066677,IFI16,ENSG00000163565
ENSMUSG00000066687,ZBTB16,ENSG00000109906
ENSMUSG00000066705,FXYD6,ENSG00000137726
ENSMUSG00000066720,CLDN9,ENSG00000213937
ENSMUSG00000066721,ZNF575,ENSG00000176472
ENSMUSG00000066735,VKORC1L1,ENSG00000196715
ENSMUSG00000066755,TNFSF18,ENSG00000120337
ENSMUSG00000066760,CEACAM4,ENSG00000105352
ENSMUSG00000066760,,ENSG00000267881
ENSMUSG00000066797,ZNF648,ENSG00000179930
ENSMUSG00000066798,ZBTB6,ENSG00000186130
ENSMUSG00000066800,RNASEL,ENSG00000135828
ENSMUSG00000066838,,ENSG00000233757
ENSMUSG00000066839,ECSIT,ENSG00000130159
ENSMUSG00000066842,HMCN1,ENSG00000143341
ENSMUSG00000066861,OAS1,ENSG00000089127
ENSMUSG00000066877,NCK2,ENSG00000071051
ENSMUSG00000066878,KPNA2,ENSG00000182481
ENSMUSG00000066892,FBXL12,ENSG00000127452
ENSMUSG00000066894,VSIG10,ENSG00000176834
ENSMUSG00000066900,SUDS3,ENSG00000111707
ENSMUSG00000066952,MYO1H,ENSG00000174527
ENSMUSG00000066964,TMEM211,ENSG00000206069
ENSMUSG00000066975,CRYBA4,ENSG00000196431
ENSMUSG00000066979,BUB3,ENSG00000154473
ENSMUSG00000067001,SERPINB7,ENSG00000166396
ENSMUSG00000067006,SERPINB5,ENSG00000206075
ENSMUSG00000067049,UNC93A,ENSG00000112494
ENSMUSG00000067071,HES6,ENSG00000144485
ENSMUSG00000067081,ASB18,ENSG00000182177
ENSMUSG00000067144,SLC22A7,ENSG00000137204
ENSMUSG00000067148,POLR1C,ENSG00000171453
ENSMUSG00000067149,JCHAIN,ENSG00000132465
ENSMUSG00000067150,XPO5,ENSG00000124571
ENSMUSG00000067158,COL4A4,ENSG00000081052
ENSMUSG00000067199,FRAT1,ENSG00000165879
ENSMUSG00000067215,USP51,ENSG00000247746
